player_name,player_id,player_id_source,pbpstats_player_id,espn_wehoop_player_id,espn_athlete_id,team_2026,team_2026_abbr,parquet_team_display_name,parquet_team_abbreviation,position_abbreviation,position,position_full,height_raw_source,height_inches,height_ft_in,age_2026,player_college,player_country,date_of_birth,parquet_status_name,parquet_status_type,bio_match_method,age_match_method,parquet_name_match_flag,raw_position_name_match_flag,wbb_box_name_match_flag,player_bios_2025_age_match_flag,raw_age_name_match_flag,parquet_match_method,parquet_team_crosscheck_flag,synthetic_id_flag,team_changed_from_bio_flag,missing_age_flag,missing_height_flag,missing_position_flag,name_alias_flag,notes
Julie Allemand,1627700,team_roster_history,1627700,,4001679,Toronto Tempo,TOR,Toronto Tempo,TOR,G,Guard,Guard,"5' 10""",70,"5'10""",29,,,1996-07-07T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kia Nurse,1628915,team_roster_history,1628915,,3142327,Toronto Tempo,TOR,Toronto Tempo,TOR,G,Guard,Guard,"6' 1""",73,"6'1""",30,,,1996-02-22T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kiki Rice,player:kiki_rice__toronto_tempo,synthetic_name,,,4565505,Toronto Tempo,TOR,Toronto Tempo,TOR,G,Guard,Guard,"5' 11""",71,"5'11""",22,,,2004-01-14T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Kitija Laksa,1629490,team_roster_history,1629490,,,Toronto Tempo,TOR,,,G,Guard,Guard,6-1,73,"6'1""",30,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Kristy Wallace,1628929,team_roster_history,1628929,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,False,False,True,True,True,False,missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Laura Juškaitė,player:laura_ju_kait__toronto_tempo,synthetic_name,,,5345444,Toronto Tempo,TOR,Toronto Tempo,TOR,F,Forward,Forward,"6' 4""",76,"6'4""",28,,,1997-09-22T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Lexi Held,1631118,team_roster_history,1631118,,4399342,Toronto Tempo,TOR,Toronto Tempo,TOR,G,Guard,Guard,"5' 10""",70,"5'10""",26,,,1999-12-28T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Maddison Rocci,player:maddison_rocci__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Maria Conde,player:maria_conde__toronto_tempo,synthetic_name,,,3910470,Toronto Tempo,TOR,Toronto Tempo,TOR,F,Forward,Forward,"6' 3""",75,"6'3""",29,,,1997-01-14T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Maria Kliundikova,1628926,team_roster_history,1628926,,,Toronto Tempo,TOR,,,F,Forward,Forward,6-4,76,"6'4""",28,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Marina Mabrey,1629497,team_roster_history,1629497,,3904576,Toronto Tempo,TOR,Toronto Tempo,TOR,G,Guard,Guard,"6' 1""",73,"6'1""",29,,,1996-09-14T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Nikolina Milić,player:nikolina_mili__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Nyara Sabally,1631055,team_roster_history,1631055,,4398768,Toronto Tempo,TOR,Toronto Tempo,TOR,F,Forward,Forward,"6' 5""",77,"6'5""",26,,,2000-02-26T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Temi Fagbenle,1627701,team_roster_history,1627701,,2569044,Toronto Tempo,TOR,Toronto Tempo,TOR,C,Center,Center,"6' 5""",77,"6'5""",33,,,1992-09-08T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,True,parquet_name_exact_match; historical_name_alias_for_player_id
Teonni Key,player:teonni_key__toronto_tempo,synthetic_name,,,4434020,Toronto Tempo,TOR,Toronto Tempo,TOR,F,Forward,Forward,"6' 5""",77,"6'5""",22,,,2003-07-10T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Alex Wilson,player:alex_wilson__washington_mystics,synthetic_name,,,5278157,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"5' 9""",69,"5'9""",32,,,1994-03-21T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Angela Dugalić,player:angela_dugali__washington_mystics,synthetic_name,,,4433411,Washington Mystics,WAS,Washington Mystics,WSH,F,Forward,Forward,"6' 4""",76,"6'4""",24,,,2001-12-29T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Bernadett Határ,player:bernadett_hat_r__washington_mystics,synthetic_name,,,,Washington Mystics,WAS,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Cassandre Prosper,player:cassandre_prosper__washington_mystics,synthetic_name,,,5122345,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"6' 3""",75,"6'3""",20,,,2005-06-25T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Christeen Iwuala,player:christeen_iwuala__washington_mystics,synthetic_name,,,,Washington Mystics,WAS,,,F,Forward,Forward,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Cotie McMahon,player:cotie_mcmahon__washington_mystics,synthetic_name,,,4583144,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"6' 0""",72,"6'0""",23,,,2003-05-04T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Georgia Amoore,1642781,team_roster_history,1642781,,4704180,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"5' 6""",66,"5'6""",25,,,2001-04-03T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kiki Iriafen,1642792,team_roster_history,1642792,,4898384,Washington Mystics,WAS,Washington Mystics,WSH,F,Forward,Forward,"6' 3""",75,"6'3""",22,,,2003-08-26T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Lauren Betts,player:lauren_betts__washington_mystics,synthetic_name,,,5105737,Washington Mystics,WAS,Washington Mystics,WSH,C,Center,Center,"6' 7""",79,"6'7""",22,,,2003-10-15T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Lucy Olsen,1642802,team_roster_history,1642802,,4433815,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"5' 10""",70,"5'10""",22,,,2003-05-26T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Madison Scott,1642810,team_roster_history,1642810,,,Washington Mystics,WAS,,,"G, F",Guard-Forward,Guard-Forward,6-2,74,"6'2""",25,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Michaela Onyenwere,1630446,team_roster_history,1630446,,4282173,Washington Mystics,WAS,Washington Mystics,WSH,F,Forward,Forward,"6' 0""",72,"6'0""",26,,,1999-08-10T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Nyla Harris,player:nyla_harris__washington_mystics,synthetic_name,,,,Washington Mystics,WAS,,,F,Forward,Forward,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Rori Harmon,player:rori_harmon__washington_mystics,synthetic_name,,,4433523,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"5' 6""",66,"5'6""",23,,,2003-01-29T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Shakira Austin,1631022,team_roster_history,1631022,,4398911,Washington Mystics,WAS,Washington Mystics,WSH,C,Center,Center,"6' 5""",77,"6'5""",25,,,2000-07-25T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Sonia Citron,1642785,team_roster_history,1642785,,4433524,Washington Mystics,WAS,Washington Mystics,WSH,G,Guard,Guard,"6' 1""",73,"6'1""",22,,,2003-10-22T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
